,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,tokens,tokens_fdist,normalized,tokens_stemmed
83,ternyata jadi anak bawang di tempat magang ga buruk tiap hari ditanya mau makan apa sampe disuruh pulang cepet soalnya lumayan jauh rumah ku ke tempat magang,lagi cari donatur untuk bantu adik-adik yatim piatu. yang bisa bantu retweet ya!,list hari ini adalah bangun pagi dan siap-siap buat bootcamp!,"kasihan banget deh aku, udah bodoh, gak punya temen lagi hahaha","gue percaya, passion gak melulu soal dokter. gue juga bisa jadi dokter di dunia maya dengan menjadi ahli jaringan komputer.","['ternyata', 'jadi', 'anak', 'bawang', 'di', 'tempat', 'magang', 'ga', 'buruk', 'tiap', 'hari', 'ditanya', 'mau', 'makan', 'apa', 'sampe', 'disuruh', 'pulang', 'cepet', 'soalnya', 'lumayan', 'jauh', 'rumah', 'ku', 'ke', 'tempat', 'magang']","['anak', 'bawang', 'magang', 'buruk', 'makan', 'sampe', 'disuruh', 'pulang', 'cepet', 'lumayan', 'rumah', 'ku', 'magang']","['ternyata', 'jadi', 'anak', 'bawang', 'di', 'tempat', 'magang', 'tidak', 'buruk', 'tiap', 'hari', 'ditanya', 'mau', 'makan', 'apa', 'sampe', 'disuruh', 'pulang', 'cepet', 'soalnya', 'lumayan', 'jauh', 'rumah', 'ku', 'ke', 'tempat', 'magang']","['nyata', 'jadi', 'anak', 'bawang', 'di', 'tempat', 'magang', 'tidak', 'buruk', 'tiap', 'hari', 'tanya', 'mau', 'makan', 'apa', 'sampe', 'suruh', 'pulang', 'cepet', 'soal', 'lumayan', 'jauh', 'rumah', 'ku', 'ke', 'tempat', 'magang']"
84,keliling jakarta tanpa tujuan itu juga termasuk healing lohhh kita cuman naik tranportasi umum dari ujung ke ujung plus makan di tempat random yang reviewnya bagus di google,"maafin ya kalo kadang suka kurang sabar, lagi belajar jadi pribadi yang lebih baik.","temenku bisa jadi asprak dan asdos secara bersamaan, aku juga harus bisa!","abis dikritik sama temenku, kok rasanya sakit hati banget ya? padahal yang dia omongin bener kalau aku gak secantik sahabatku",keterbukaan pikiran itu penting banget. gue gak nyangka bakal se-enthusiast ini di dunia it setelah ditolak dari kedokteran.,"['keliling', 'jakarta', 'tanpa', 'tujuan', 'itu', 'juga', 'termasuk', 'healing', 'lohhh', 'kita', 'cuman', 'naik', 'tranportasi', 'umum', 'dari', 'ujung', 'ke', 'ujung', 'plus', 'makan', 'di', 'tempat', 'random', 'yang', 'reviewnya', 'bagus', 'di', 'google']","['keliling', 'jakarta', 'tujuan', 'healing', 'lohhh', 'cuman', 'tranportasi', 'ujung', 'ujung', 'plus', 'makan', 'random', 'reviewnya', 'bagus', 'google']","['keliling', 'jakarta', 'tanpa', 'tujuan', 'itu', 'juga', 'termasuk', 'healing', 'lohhh', 'kita', 'cuman', 'naik', 'tranportasi', 'umum', 'dari', 'ujung', 'ke', 'ujung', 'plus', 'makan', 'di', 'tempat', 'random', 'yang', 'reviewnya', 'bagus', 'di', 'google']","['keliling', 'jakarta', 'tanpa', 'tuju', 'itu', 'juga', 'masuk', 'healing', 'lohhh', 'kita', 'cuman', 'naik', 'tranportasi', 'umum', 'dari', 'ujung', 'ke', 'ujung', 'plus', 'makan', 'di', 'tempat', 'random', 'yang', 'reviewnya', 'bagus', 'di', 'google']"
85,tementemen aku ngajak main ke pulau nihh tapi kita nabung dulu biar bisa puas jajan plus berpetualang di pulai nantii aaa ga sabar pasti seruuu,"bagi info donasi dong, lagi ada program bantu korban kebakaran nih.","kesempatan emang gak dateng dua kali, tapi ini terlalu riskan kalau gegabah. aku harus berpikir secara matang.",apa yang harus dirayakan? pencapaianku biasa-biasa aja gak se wah orang-orang,"gue dulu bener-bener pengen masuk kedokteran, tapi ternyata ketolak. namanya juga hidup, kita gak selalu bisa punya yang kita mau.","['tementemen', 'aku', 'ngajak', 'main', 'ke', 'pulau', 'nihh', 'tapi', 'kita', 'nabung', 'dulu', 'biar', 'bisa', 'puas', 'jajan', 'plus', 'berpetualang', 'di', 'pulai', 'nantii', 'aaa', 'ga', 'sabar', 'pasti', 'seruuu']","['tementemen', 'ngajak', 'main', 'pulau', 'nihh', 'nabung', 'puas', 'jajan', 'plus', 'berpetualang', 'pulai', 'nantii', 'aaa', 'sabar', 'seruuu']","['tementemen', 'saya', 'ngajak', 'main', 'ke', 'pulau', 'nihh', 'tetapi', 'kita', 'nabung', 'dulu', 'biar', 'bisa', 'puas', 'jajan', 'plus', 'berpetualang', 'di', 'pulai', 'nantii', 'aaa', 'tidak', 'sabar', 'pasti', 'seruuu']","['tementemen', 'saya', 'ngajak', 'main', 'ke', 'pulau', 'nihh', 'tetapi', 'kita', 'nabung', 'dulu', 'biar', 'bisa', 'puas', 'jajan', 'plus', 'tualang', 'di', 'pulai', 'nanti', 'aaa', 'tidak', 'sabar', 'pasti', 'seruuu']"
86,hari ini ikut training omg kakak trainernya ganteng bangeeett boleh kali kak tukeran sosmed,"kalo lagi gak enak badan, jangan lupa istirahat ya. sehat-sehat itu penting.",aku baru aja menerima tawaran kakakku buat bantuin dia jadi model katalognya dia! aku yakin kalau aku bisa makanya aku iyain aja tawarannya ,kayaknya udah gaada yang bisa dibanggain dari diri gue ini,"plan b gue? akhirnya gue masuk jurusan informatika. awalnya ragu, tapi ternyata seneng banget eksplorasi di dunia teknologi!","['hari', 'ini', 'ikut', 'training', 'omg', 'kakak', 'trainernya', 'ganteng', 'bangeeett', 'boleh', 'kali', 'kak', 'tukeran', 'sosmed']","['training', 'omg', 'kakak', 'trainernya', 'ganteng', 'bangeeett', 'kali', 'kak', 'tukeran', 'sosmed']","['hari', 'ini', 'ikut', 'training', 'omg', 'kakak', 'trainernya', 'ganteng', 'bangeeett', 'boleh', 'kali', 'kak', 'tukeran', 'sosmed']","['hari', 'ini', 'ikut', 'training', 'omg', 'kakak', 'trainernya', 'ganteng', 'bangeeett', 'boleh', 'kali', 'kak', 'tukeran', 'sosmed']"
87,liat pasangan heidyfaris yang sangat ceria dan bahagia di medsos jadi kepengen nikah deh hehehehe,"yatim piatu punya hak yang sama buat belajar, yuk bantu mereka dapet beasiswa!",bayangin gimana nanti kita di masa depan kalau semisal dari sekarang kerjaan kita cuma males-malesan? jauh dari kata sukses itu mah,mumet banget rasanya karena terlalu banyak pikiran yang gak penting,"ide brilian itu enggak selalu datang saat kita lagi di depan komputer. kadang, malah pas lagi santai-santai berkebun atau mungkin saat sedang bersemedi di toilet.","['liat', 'pasangan', 'heidyfaris', 'yang', 'sangat', 'ceria', 'dan', 'bahagia', 'di', 'medsos', 'jadi', 'kepengen', 'nikah', 'deh', 'hehehehe']","['liat', 'pasangan', 'heidyfaris', 'ceria', 'bahagia', 'medsos', 'kepengen', 'nikah', 'deh', 'hehehehe']","['liat', 'pasangan', 'heidyfaris', 'yang', 'sangat', 'ceria', 'dan', 'bahagia', 'di', 'medsos', 'jadi', 'kepengen', 'nikah', 'deh', 'hehehehe']","['liat', 'pasang', 'heidyfaris', 'yang', 'sangat', 'ceria', 'dan', 'bahagia', 'di', 'medsos', 'jadi', 'ken', 'nikah', 'deh', 'hehehehe']"
88,aku tadi dateng ke cafe di daerah serpong lucu bangett makannya berbentuk hewan hewan gemasss,"lagi ada program sedekah baju bekas, yuk kita bagi-bagi ke yang membutuhkan.","sore ini mau belajar tentang cyber security, dan malemnya aku mau baca novel deh biar otakku fresh","merasa bersalah karena gak bisa bahagiain orang tua, maaf ya pa ma aku belum bisa berguna","jenius itu bukan tentang iq tinggi, tapi tentang cara kita memanfaatkan potensi dan keunikan kita.","['aku', 'tadi', 'dateng', 'ke', 'cafe', 'di', 'daerah', 'serpong', 'lucu', 'bangett', 'makannya', 'berbentuk', 'hewan', 'hewan', 'gemasss']","['dateng', 'cafe', 'daerah', 'serpong', 'lucu', 'bangett', 'makannya', 'berbentuk', 'hewan', 'hewan', 'gemasss']","['saya', 'tadi', 'dateng', 'ke', 'cafe', 'di', 'daerah', 'serpong', 'lucu', 'bangett', 'makannya', 'berbentuk', 'hewan', 'hewan', 'gemasss']","['saya', 'tadi', 'dateng', 'ke', 'cafe', 'di', 'daerah', 'serpong', 'lucu', 'bangett', 'makan', 'bentuk', 'hewan', 'hewan', 'gemasss']"
89,lagi banyak trend tiktok nihh mari kitaa ikut semua trend itu bersama pacar ku tersayaangg wkwkkw,"saking senengnya dapet beasiswa, rasanya kayak menang lotre! 🎉","habis ditunjuk jadi koordinator acara karena kinerjaku di kepanitiaan sebelumnya, bersyukur banget","salah kenal orang di semester ini, gara gara dia gue stress dan ipk gue jelek","gue suka bereksperimen dengan ide-ide baru. bukan cuma karena ingin beda, tapi juga buat mencari solusi terbaik.","['lagi', 'banyak', 'trend', 'tiktok', 'nihh', 'mari', 'kitaa', 'ikut', 'semua', 'trend', 'itu', 'bersama', 'pacar', 'ku', 'tersayaangg', 'wkwkkw']","['trend', 'tiktok', 'nihh', 'mari', 'kitaa', 'trend', 'pacar', 'ku', 'tersayaangg', 'wkwkkw']","['lagi', 'banyak', 'trend', 'tiktok', 'nihh', 'mari', 'kitaa', 'ikut', 'semua', 'trend', 'itu', 'bersama', 'pacar', 'ku', 'tersayaangg', 'wkwkkw']","['lagi', 'banyak', 'trend', 'tiktok', 'nihh', 'mari', 'kitaa', 'ikut', 'semua', 'trend', 'itu', 'sama', 'pacar', 'ku', 'tersayaangg', 'wkwkkw']"
90,makasih yaa kaliaan selalu merayakan hari ulang tahun aku setiap tahunyaa aku beruntung punya kalian,"malam ini bawa bingkisan kejutan buat pengemis di sekitar rumah. yuk, siapa yang mau ikutan spread good vibes!","ini pilihan yang cukup sulit sih menurutku, mungkin aku jawab 2-3 hari lagi kali ya?","nyesel pernah mikir buat ikut kepanitiaan, sekarang gue gabisa handle akademik gue karena burn out kurang persiapan","gue seneng menjadi liberal. bebas berpikir, terbuka, dan enggak terpaku pada norma-norma konservatif.","['makasih', 'yaa', 'kaliaan', 'selalu', 'merayakan', 'hari', 'ulang', 'tahun', 'aku', 'setiap', 'tahunyaa', 'aku', 'beruntung', 'punya', 'kalian']","['makasih', 'yaa', 'kaliaan', 'merayakan', 'ulang', 'tahunyaa', 'beruntung']","['terima kasih', 'yaa', 'kaliaan', 'selalu', 'merayakan', 'hari', 'ulang', 'tahun', 'saya', 'setiap', 'tahunyaa', 'saya', 'beruntung', 'punya', 'kalian']","['terima kasih', 'yaa', 'kaliaan', 'selalu', 'raya', 'hari', 'ulang', 'tahun', 'saya', 'tiap', 'tahunyaa', 'saya', 'untung', 'punya', 'kalian']"
91,seruu yaa ikut acara kumpul sama para pencinta kpok kita ngobrolin bias kita masingmasing jadi nambah temen baruu dehh,"ingat, jangan pernah meremehkan kekuatan doa. pray for a better world!","kunci dari keberhasilian tuh menurutku repetisi, jadi kita harus konsisten untuk mengulang-ngulang hal tersebut biar kita bisa dan terbiasa",pusing juga ya gak tidur seharian tapi harus tetep kuliah,"provos, protes, dan progressif itu tiga hal yang bisa bikin perubahan. jangan takut bersuara!","['seruu', 'yaa', 'ikut', 'acara', 'kumpul', 'sama', 'para', 'pencinta', 'kpok', 'kita', 'ngobrolin', 'bias', 'kita', 'masingmasing', 'jadi', 'nambah', 'temen', 'baruu', 'dehh']","['seruu', 'yaa', 'acara', 'kumpul', 'pencinta', 'kpok', 'ngobrolin', 'bias', 'masingmasing', 'nambah', 'temen', 'baruu', 'dehh']","['seruu', 'yaa', 'ikut', 'acara', 'kumpul', 'sama', 'para', 'pencinta', 'kpok', 'kita', 'ngobrolin', 'bias', 'kita', 'masingmasing', 'jadi', 'tambah', 'temen', 'baruu', 'dehh']","['seruu', 'yaa', 'ikut', 'acara', 'kumpul', 'sama', 'para', 'cinta', 'kpok', 'kita', 'ngobrolin', 'bias', 'kita', 'masingmasing', 'jadi', 'tambah', 'temen', 'baruu', 'dehh']"
92,ada acara musik gratis di jakartaa ngundang tuluss lagiii pasti ramee bangett deh di sanaa,"suka ngomongin orang? coba introspeksi diri dulu, kita semua punya kekurangan.","orang lain gak bisa mempengaruhi aku buat memilih jalan yang salah, karena aku punya banyak cara untuk menolak ",udah gak punya lagi semangat hidup,"boikot dan blokade itu bisa jadi bentuk perlawanan. tapi yang penting, kita punya alasan yang kuat.","['ada', 'acara', 'musik', 'gratis', 'di', 'jakartaa', 'ngundang', 'tuluss', 'lagiii', 'pasti', 'ramee', 'bangett', 'deh', 'di', 'sanaa']","['acara', 'musik', 'gratis', 'jakartaa', 'ngundang', 'tuluss', 'lagiii', 'ramee', 'bangett', 'deh', 'sanaa']","['ada', 'acara', 'musik', 'gratis', 'di', 'jakartaa', 'ngundang', 'tuluss', 'lagiii', 'pasti', 'ramee', 'bangett', 'deh', 'di', 'sanaa']","['ada', 'acara', 'musik', 'gratis', 'di', 'jakartaa', 'ngundang', 'tuluss', 'lagiii', 'pasti', 'ramee', 'bangett', 'deh', 'di', 'sanaa']"
93,pulang malem pake transportasi umum itu seruu tauu kalian bisa melihat lamput di gedung gedung tinggi sambil makan roti boy wkwkwkwk,spesial shoutout buat semua relawan yang tanpa pamrih bantu temen-temen lain. kalian top!,dapet indeks a di matkul yang memang aku suka! gak sia-sia kerja kerasku,"pelan tapi pasti, pasti gagal tapi yaudahlah mau gimana lagi udah biasa",intelektualitas itu gak cuma soal buku tebal dan istilah sulit. it's about the joy of learning and exploring new ideas! jadi jangan remehin orang yang berkekurangan!,"['pulang', 'malem', 'pake', 'transportasi', 'umum', 'itu', 'seruu', 'tauu', 'kalian', 'bisa', 'melihat', 'lamput', 'di', 'gedung', 'gedung', 'tinggi', 'sambil', 'makan', 'roti', 'boy', 'wkwkwkwk']","['pulang', 'malem', 'pake', 'transportasi', 'seruu', 'tauu', 'lamput', 'gedung', 'gedung', 'makan', 'roti', 'boy', 'wkwkwkwk']","['pulang', 'malem', 'pakai', 'transportasi', 'umum', 'itu', 'seruu', 'tauu', 'kalian', 'bisa', 'melihat', 'lamput', 'di', 'gedung', 'gedung', 'tinggi', 'sambil', 'makan', 'roti', 'boy', 'wkwkwkwk']","['pulang', 'malem', 'pakai', 'transportasi', 'umum', 'itu', 'seruu', 'tauu', 'kalian', 'bisa', 'lihat', 'lamput', 'di', 'gedung', 'gedung', 'tinggi', 'sambil', 'makan', 'roti', 'boy', 'wkwkwkwk']"
94,ini ada mas mas bujang di tempat magang ganteng pulaa diaa boleh kali mengenal lebih jauh wkwkkwk,"sering banget ngeremehin orang? time to change mindset, bro. setiap orang punya kelebihan sendiri.",ternyata melukis di sela kesibukan tuh bikin otak fresh ya,"gak bohong kalau kata-katanya sakit banget, itu omongan paling buruk yang aku dapetin","gue percaya, setiap orang itu jenius dalam bidangnya masing-masing. tinggal cari dan kembangkan potensimu!","['ini', 'ada', 'mas', 'mas', 'bujang', 'di', 'tempat', 'magang', 'ganteng', 'pulaa', 'diaa', 'boleh', 'kali', 'mengenal', 'lebih', 'jauh', 'wkwkkwk']","['mas', 'mas', 'bujang', 'magang', 'ganteng', 'pulaa', 'diaa', 'kali', 'mengenal', 'wkwkkwk']","['ini', 'ada', 'mas', 'mas', 'bujang', 'di', 'tempat', 'magang', 'ganteng', 'pulaa', 'dia', 'boleh', 'kali', 'mengenal', 'lebih', 'jauh', 'wkwkkwk']","['ini', 'ada', 'mas', 'mas', 'bujang', 'di', 'tempat', 'magang', 'ganteng', 'pulaa', 'dia', 'boleh', 'kali', 'kenal', 'lebih', 'jauh', 'wkwkkwk']"
95,kemarin aku ke bioskop sama ibu ku kami nonton film comedy sumpah dari awal film sampe selesai aku ketawaa ngakaakk bangett wkwkwk,"suka ngejudge orang? coba deh berempati, mungkin ada cerita di balik tindakan seseorang.","minggu depan mau piknik sama teman-teman sekelasku, mau bikin list apa yang perlu dan gak perlu dibawa deh","semua temen-temenku udah mulai jadi orang sukses, kok aku masih stuck di sini sini aja ya? kapan aku bisa maju","keterbukaan pikiran itu penting, guys. buka mata, buka telinga, dan terima hal-hal baru dengan lapang dada. btw jangan lupa juga buka hati guys, siapa tau kecantol anak tunggal kaya raya :)","['kemarin', 'aku', 'ke', 'bioskop', 'sama', 'ibu', 'ku', 'kami', 'nonton', 'film', 'comedy', 'sumpah', 'dari', 'awal', 'film', 'sampe', 'selesai', 'aku', 'ketawaa', 'ngakaakk', 'bangett', 'wkwkwk']","['kemarin', 'bioskop', 'ku', 'nonton', 'film', 'comedy', 'sumpah', 'film', 'sampe', 'selesai', 'ketawaa', 'ngakaakk', 'bangett', 'wkwkwk']","['kemarin', 'saya', 'ke', 'bioskop', 'sama', 'ibu', 'ku', 'kami', 'nonton', 'film', 'comedy', 'sumpah', 'dari', 'awal', 'film', 'sampe', 'selesai', 'saya', 'ketawaa', 'ngakaakk', 'bangett', 'wkwkwk']","['kemarin', 'saya', 'ke', 'bioskop', 'sama', 'ibu', 'ku', 'kami', 'nonton', 'film', 'comedy', 'sumpah', 'dari', 'awal', 'film', 'sampe', 'selesai', 'saya', 'ketawaa', 'ngakaakk', 'bangett', 'wkwkwk']"
96,kenya di setiap tempat wisata harus ada flying fox dehhh itu wahanaa seruu bangeet broo,"gue salut sama yang masih bisa kasih senyum ke orang kurang mampu. itu udah kayak berkah banget, ya.","risiko dari pekerjaan ini berat banget menurutku, mungkin lebih baik aku gak ngambil itu sekarang daripada aku gak bertanggung jawab","jujur gue dibikin banyak mikir, cape tapi gimana lagi ya","menurut gue, seni itu lebih dari sekadar gambar atau lagu. seni bisa jadi kunci untuk memahami diri sendiri dan dunia sekitar.","['kenya', 'di', 'setiap', 'tempat', 'wisata', 'harus', 'ada', 'flying', 'fox', 'dehhh', 'itu', 'wahanaa', 'seruu', 'bangeet', 'broo']","['kenya', 'wisata', 'flying', 'fox', 'dehhh', 'wahanaa', 'seruu', 'bangeet', 'broo']","['kenya', 'di', 'setiap', 'tempat', 'wisata', 'harus', 'ada', 'flying', 'fox', 'dehhh', 'itu', 'wahanaa', 'seruu', 'banget', 'broo']","['kenya', 'di', 'tiap', 'tempat', 'wisata', 'harus', 'ada', 'flying', 'fox', 'dehhh', 'itu', 'wahanaa', 'seruu', 'banget', 'broo']"
97,haechan gantengg bangett deh kalo model rambutnya up yang jidatnya keliatan gituuu wahhh parah sihh gantengnyaa,"kalo lagi ngeluh, ingetin diri sendiri buat bersyukur. masih banyak yang lebih susah dari kita.","pentingnya berpikir sebelum bertindak tuh nyata tau guys, jangan sampe kita nyakitin orang lain karena tindakan kita ya!","mau tidur, tapi gak mau bangun boleh gak sih?","kalo orang bilang sains membosankan, itu tandanya mereka belum ngerti betapa seru dan menariknya ilmu pengetahuan!","['haechan', 'gantengg', 'bangett', 'deh', 'kalo', 'model', 'rambutnya', 'up', 'yang', 'jidatnya', 'keliatan', 'gituuu', 'wahhh', 'parah', 'sihh', 'gantengnyaa']","['haechan', 'gantengg', 'bangett', 'deh', 'model', 'rambutnya', 'up', 'jidatnya', 'keliatan', 'gituuu', 'wahhh', 'parah', 'sihh', 'gantengnyaa']","['haechan', 'gantengg', 'bangett', 'deh', 'kalau', 'model', 'rambutnya', 'up', 'yang', 'jidatnya', 'keliatan', 'gituuu', 'wahhh', 'parah', 'sihh', 'gantengnyaa']","['haechan', 'gantengg', 'bangett', 'deh', 'kalau', 'model', 'rambut', 'up', 'yang', 'jidat', 'liat', 'gituuu', 'wahhh', 'parah', 'sihh', 'gantengnyaa']"
98,pokoknyaa semuaa makanan yang ada kejunya ituuu enakk bangettt lovee kejuu,"jujur ya, sedekah itu kayak energizer buat kebaikan. semakin sering, semakin berasa positif energinya!","salah itu wajar karena kita semua sama-sama lagi belajar, asalkan jangan menyerah di tengah jalan aja buat mencapai tujuan kita ya!","mungkin semua orang capek sama aku, maaf ya","gue seniman, tapi seni gue enggak selalu dihargai. tapi yaudahlah, seni itu soal ekspresi, bukan cuma tentang apresiasi.","['pokoknyaa', 'semuaa', 'makanan', 'yang', 'ada', 'kejunya', 'ituuu', 'enakk', 'bangettt', 'lovee', 'kejuu']","['pokoknyaa', 'semuaa', 'makanan', 'kejunya', 'ituuu', 'enakk', 'bangettt', 'lovee', 'kejuu']","['pokoknyaa', 'semuaa', 'makanan', 'yang', 'ada', 'kejunya', 'ituuu', 'enakk', 'bangettt', 'lovee', 'kejuu']","['pokoknyaa', 'semuaa', 'makan', 'yang', 'ada', 'keju', 'ituuu', 'enakk', 'bangettt', 'lovee', 'kejuu']"
99,main monopoli bareng temen seruuu cuii aku paling kayaa di antara merekaa wkwkwk ada yang bangkrut plus punya utang lagi wkwkwk,"relawan itu seru, lho! selain bermanfaat, bisa juga dapet banyak pengalaman baru.","hidup cuma sekali guys, jangan sampe kita berhenti belajar karena di setiap momen itu banyak pelajaran yang bisa kita ambil.","aku gagal lagi, gagal terus, kapan berhasilnya sih aku?",banyak yang bilang gue cukup kreatif dalam pekerjaan dan menyelesaikan masalah masalah yang ada.,"['main', 'monopoli', 'bareng', 'temen', 'seruuu', 'cuii', 'aku', 'paling', 'kayaa', 'di', 'antara', 'merekaa', 'wkwkwk', 'ada', 'yang', 'bangkrut', 'plus', 'punya', 'utang', 'lagi', 'wkwkwk']","['main', 'monopoli', 'bareng', 'temen', 'seruuu', 'cuii', 'kayaa', 'merekaa', 'wkwkwk', 'bangkrut', 'plus', 'utang', 'wkwkwk']","['main', 'monopoli', 'bareng', 'temen', 'seruuu', 'cuii', 'saya', 'paling', 'kayaa', 'di', 'antara', 'merekaa', 'wkwkwk', 'ada', 'yang', 'bangkrut', 'plus', 'punya', 'utang', 'lagi', 'wkwkwk']","['main', 'monopoli', 'bareng', 'temen', 'seruuu', 'cuii', 'saya', 'paling', 'kayaa', 'di', 'antara', 'merekaa', 'wkwkwk', 'ada', 'yang', 'bangkrut', 'plus', 'punya', 'utang', 'lagi', 'wkwkwk']"
100,antusias banget rasanya karena besok hari pertama gue masuk kerja di kantor baru,"gapapa deh gue ngalah gak dapet giliran hari ini, daripada nanti ribut sama orang dan temen temen gue.","gue selalu persiapkan dan selesaikan semua tugas sekolah waktu malam hari, jadi besok paginya ketika akan berangkat sekolah semua nya sudah beres.","gue cemas deh, soalnya besok ujiannya di kampus gue banyak banget..",penasaran deh nanti hal hal baru apa yang bisa gue pelajarin di tempat kerja gue yang baru! excited banget rasanya.,"['antusias', 'banget', 'rasanya', 'karena', 'besok', 'hari', 'pertama', 'gue', 'masuk', 'kerja', 'di', 'kantor', 'baru']","['antusias', 'banget', 'besok', 'gue', 'masuk', 'kerja', 'kantor']","['antusias', 'banget', 'rasanya', 'karena', 'besok', 'hari', 'pertama', 'saya', 'masuk', 'kerja', 'di', 'kantor', 'baru']","['antusias', 'banget', 'rasa', 'karena', 'besok', 'hari', 'pertama', 'saya', 'masuk', 'kerja', 'di', 'kantor', 'baru']"
