,No,Text,Label,tokens,tokens_fdist,normalized,tokens_stemmed
202,203,malam ini kayaknya bakal jadi malam yang luar biasa bareng temen temen gue rencana gue bakal jalanjalan lihat city light jakarta bareng sama mereka,1,"['malam', 'ini', 'kayaknya', 'bakal', 'jadi', 'malam', 'yang', 'luar', 'biasa', 'bareng', 'temen', 'temen', 'gue', 'rencana', 'gue', 'bakal', 'jalanjalan', 'lihat', 'city', 'light', 'jakarta', 'bareng', 'sama', 'mereka']","['malam', 'kayaknya', 'malam', 'bareng', 'temen', 'temen', 'gue', 'rencana', 'gue', 'jalanjalan', 'lihat', 'city', 'light', 'jakarta', 'bareng']","['malam', 'ini', 'kayaknya', 'bakal', 'jadi', 'malam', 'yang', 'luar', 'biasa', 'bareng', 'temen', 'temen', 'saya', 'rencana', 'saya', 'bakal', 'jalanjalan', 'lihat', 'city', 'light', 'jakarta', 'bareng', 'sama', 'mereka']","['malam', 'ini', 'kayak', 'bakal', 'jadi', 'malam', 'yang', 'luar', 'biasa', 'bareng', 'temen', 'temen', 'saya', 'rencana', 'saya', 'bakal', 'jalanjalan', 'lihat', 'city', 'light', 'jakarta', 'bareng', 'sama', 'mereka']"
203,204,ga sabar bgt gue buat dateng barbequean di malam tahun baru nanti udah gue nantiin dari lama dan juga bisa kumpul bareng sama temen gue,1,"['ga', 'sabar', 'bgt', 'gue', 'buat', 'dateng', 'barbequean', 'di', 'malam', 'tahun', 'baru', 'nanti', 'udah', 'gue', 'nantiin', 'dari', 'lama', 'dan', 'juga', 'bisa', 'kumpul', 'bareng', 'sama', 'temen', 'gue']","['sabar', 'bgt', 'gue', 'dateng', 'barbequean', 'malam', 'udah', 'gue', 'nantiin', 'kumpul', 'bareng', 'temen', 'gue']","['tidak', 'sabar', 'banget', 'saya', 'buat', 'dateng', 'barbequean', 'di', 'malam', 'tahun', 'baru', 'nanti', 'sudah', 'saya', 'nantiin', 'dari', 'lama', 'dan', 'juga', 'bisa', 'kumpul', 'bareng', 'sama', 'temen', 'saya']","['tidak', 'sabar', 'banget', 'saya', 'buat', 'dateng', 'barbequean', 'di', 'malam', 'tahun', 'baru', 'nanti', 'sudah', 'saya', 'nantiin', 'dari', 'lama', 'dan', 'juga', 'bisa', 'kumpul', 'bareng', 'sama', 'temen', 'saya']"
204,205,ada yang pengin ngopi bareng hari ini ga kalo ada mending kita ngopi bareng yukk daripada gue di coffeshop sendiri ya walopun nanti dsana bakal ketemu temen,1,"['ada', 'yang', 'pengin', 'ngopi', 'bareng', 'hari', 'ini', 'ga', 'kalo', 'ada', 'mending', 'kita', 'ngopi', 'bareng', 'yukk', 'daripada', 'gue', 'di', 'coffeshop', 'sendiri', 'ya', 'walopun', 'nanti', 'dsana', 'bakal', 'ketemu', 'temen']","['pengin', 'ngopi', 'bareng', 'mending', 'ngopi', 'bareng', 'yukk', 'gue', 'coffeshop', 'walopun', 'dsana', 'ketemu', 'temen']","['ada', 'yang', 'pengin', 'ngopi', 'bareng', 'hari', 'ini', 'tidak', 'kalau', 'ada', 'mending', 'kita', 'ngopi', 'bareng', 'yukk', 'daripada', 'saya', 'di', 'coffeshop', 'sendiri', 'ya', 'walopun', 'nanti', 'dsana', 'bakal', 'ketemu', 'temen']","['ada', 'yang', 'pengin', 'ngopi', 'bareng', 'hari', 'ini', 'tidak', 'kalau', 'ada', 'mending', 'kita', 'ngopi', 'bareng', 'yukk', 'daripada', 'saya', 'di', 'coffeshop', 'sendiri', 'ya', 'walopun', 'nanti', 'dsana', 'bakal', 'ketemu', 'temen']"
205,206,suka banget kalau di tempat yang rame suasananya bikin meriah dan asikk ga membosankan kaya dirumah krn sendirian,1,"['suka', 'banget', 'kalau', 'di', 'tempat', 'yang', 'rame', 'suasananya', 'bikin', 'meriah', 'dan', 'asikk', 'ga', 'membosankan', 'kaya', 'dirumah', 'krn', 'sendirian']","['suka', 'banget', 'rame', 'suasananya', 'meriah', 'asikk', 'membosankan', 'kaya', 'dirumah']","['suka', 'banget', 'kalau', 'di', 'tempat', 'yang', 'rame', 'suasananya', 'bikin', 'meriah', 'dan', 'asikk', 'tidak', 'membosankan', 'kaya', 'dirumah', 'karena', 'sendirian']","['suka', 'banget', 'kalau', 'di', 'tempat', 'yang', 'rame', 'suasana', 'bikin', 'riah', 'dan', 'asikk', 'tidak', 'bosan', 'kaya', 'rumah', 'karena', 'sendiri']"
206,207,minggu pagi kayanya enak nih jogging di taman dalam komplek ada yang mau ikut jadikan minggu kalian itu produktif gaes jangan bermalasmalasan,1,"['minggu', 'pagi', 'kayanya', 'enak', 'nih', 'jogging', 'di', 'taman', 'dalam', 'komplek', 'ada', 'yang', 'mau', 'ikut', 'jadikan', 'minggu', 'kalian', 'itu', 'produktif', 'gaes', 'jangan', 'bermalasmalasan']","['minggu', 'pagi', 'kayanya', 'enak', 'jogging', 'taman', 'komplek', 'jadikan', 'minggu', 'produktif', 'gaes', 'bermalasmalasan']","['minggu', 'pagi', 'kayanya', 'enak', 'nih', 'jogging', 'di', 'taman', 'dalam', 'komplek', 'ada', 'yang', 'mau', 'ikut', 'jadikan', 'minggu', 'kalian', 'itu', 'produktif', 'gaes', 'jangan', 'bermalasmalasan']","['minggu', 'pagi', 'kaya', 'enak', 'nih', 'jogging', 'di', 'taman', 'dalam', 'komplek', 'ada', 'yang', 'mau', 'ikut', 'jadi', 'minggu', 'kalian', 'itu', 'produktif', 'gaes', 'jangan', 'bermalasmalasan']"
207,208,tadi habis ada acara bareng keluarga besar seru banget akhirnya bisa ngumpul dan ngobrol lama sama mereka lumayan kangen lama yg sudah terobati,1,"['tadi', 'habis', 'ada', 'acara', 'bareng', 'keluarga', 'besar', 'seru', 'banget', 'akhirnya', 'bisa', 'ngumpul', 'dan', 'ngobrol', 'lama', 'sama', 'mereka', 'lumayan', 'kangen', 'lama', 'yg', 'sudah', 'terobati']","['habis', 'acara', 'bareng', 'keluarga', 'seru', 'banget', 'ngumpul', 'ngobrol', 'lumayan', 'kangen', 'terobati']","['tadi', 'habis', 'ada', 'acara', 'bareng', 'keluarga', 'besar', 'seru', 'banget', 'akhirnya', 'bisa', 'ngumpul', 'dan', 'ngobrol', 'lama', 'sama', 'mereka', 'lumayan', 'kangen', 'lama', 'yang', 'sudah', 'terobati']","['tadi', 'habis', 'ada', 'acara', 'bareng', 'keluarga', 'besar', 'seru', 'banget', 'akhir', 'bisa', 'ngumpul', 'dan', 'ngobrol', 'lama', 'sama', 'mereka', 'lumayan', 'kangen', 'lama', 'yang', 'sudah', 'obat']"
208,209,entah kenapa kalau gue habis ketemu orang baru gue selalu merasa ada cerita yang menarik disetiap pertemuan hehe,1,"['entah', 'kenapa', 'kalau', 'gue', 'habis', 'ketemu', 'orang', 'baru', 'gue', 'selalu', 'merasa', 'ada', 'cerita', 'yang', 'menarik', 'disetiap', 'pertemuan', 'hehe']","['gue', 'habis', 'ketemu', 'orang', 'gue', 'cerita', 'menarik', 'disetiap', 'pertemuan']","['entah', 'kenapa', 'kalau', 'saya', 'habis', 'ketemu', 'orang', 'baru', 'saya', 'selalu', 'merasa', 'ada', 'cerita', 'yang', 'menarik', 'disetiap', 'pertemuan', 'hehe']","['entah', 'kenapa', 'kalau', 'saya', 'habis', 'ketemu', 'orang', 'baru', 'saya', 'selalu', 'rasa', 'ada', 'cerita', 'yang', 'tarik', 'tiap', 'temu', 'hehe']"
209,210,habis pulang nonton konser rame banget tadi ketemu tementemen juga di konser asik banget deh jadi pengin nonton konser lagi infokan konser yang bakal digelar gaes,1,"['habis', 'pulang', 'nonton', 'konser', 'rame', 'banget', 'tadi', 'ketemu', 'tementemen', 'juga', 'di', 'konser', 'asik', 'banget', 'deh', 'jadi', 'pengin', 'nonton', 'konser', 'lagi', 'infokan', 'konser', 'yang', 'bakal', 'digelar', 'gaes']","['habis', 'pulang', 'nonton', 'konser', 'rame', 'banget', 'ketemu', 'tementemen', 'konser', 'asik', 'banget', 'deh', 'pengin', 'nonton', 'konser', 'infokan', 'konser', 'digelar', 'gaes']","['habis', 'pulang', 'nonton', 'konser', 'rame', 'banget', 'tadi', 'ketemu', 'tementemen', 'juga', 'di', 'konser', 'asik', 'banget', 'deh', 'jadi', 'pengin', 'nonton', 'konser', 'lagi', 'infokan', 'konser', 'yang', 'bakal', 'digelar', 'gaes']","['habis', 'pulang', 'nonton', 'konser', 'rame', 'banget', 'tadi', 'ketemu', 'tementemen', 'juga', 'di', 'konser', 'asik', 'banget', 'deh', 'jadi', 'pengin', 'nonton', 'konser', 'lagi', 'info', 'konser', 'yang', 'bakal', 'gelar', 'gaes']"
210,211,suka banget nongkrong di caf dan kenalan sama orangorang baru disitu,1,"['suka', 'banget', 'nongkrong', 'di', 'caf', 'dan', 'kenalan', 'sama', 'orangorang', 'baru', 'disitu']","['suka', 'banget', 'nongkrong', 'caf', 'kenalan', 'orangorang', 'disitu']","['suka', 'banget', 'nongkrong', 'di', 'caf', 'dan', 'kenalan', 'sama', 'orangorang', 'baru', 'disitu']","['suka', 'banget', 'nongkrong', 'di', 'caf', 'dan', 'kenal', 'sama', 'orangorang', 'baru', 'situ']"
211,212,semangat banget habis diskusi sama tementemen bahas liburan bareng,1,"['semangat', 'banget', 'habis', 'diskusi', 'sama', 'tementemen', 'bahas', 'liburan', 'bareng']","['semangat', 'banget', 'habis', 'diskusi', 'tementemen', 'bahas', 'liburan', 'bareng']","['semangat', 'banget', 'habis', 'diskusi', 'sama', 'tementemen', 'bahas', 'liburan', 'bareng']","['semangat', 'banget', 'habis', 'diskusi', 'sama', 'tementemen', 'bahas', 'libur', 'bareng']"
212,213,ada yang mau jalanjalan hari ini gue boleh ikut ga gaes bosen banget di kosan sendirian ga betah,1,"['ada', 'yang', 'mau', 'jalanjalan', 'hari', 'ini', 'gue', 'boleh', 'ikut', 'ga', 'gaes', 'bosen', 'banget', 'di', 'kosan', 'sendirian', 'ga', 'betah']","['jalanjalan', 'gue', 'gaes', 'bosen', 'banget', 'kosan', 'betah']","['ada', 'yang', 'mau', 'jalanjalan', 'hari', 'ini', 'saya', 'boleh', 'ikut', 'tidak', 'gaes', 'bosen', 'banget', 'di', 'kosan', 'sendirian', 'tidak', 'betah']","['ada', 'yang', 'mau', 'jalanjalan', 'hari', 'ini', 'saya', 'boleh', 'ikut', 'tidak', 'gaes', 'bosen', 'banget', 'di', 'kosan', 'sendiri', 'tidak', 'betah']"
213,214,kalian yg jarang ketemu sama orang mending kalian bersosialisasi deh percaya ga percaya sosialisasi bisa buat hidup jadi lebih senang loh gaiss,1,"['kalian', 'yg', 'jarang', 'ketemu', 'sama', 'orang', 'mending', 'kalian', 'bersosialisasi', 'deh', 'percaya', 'ga', 'percaya', 'sosialisasi', 'bisa', 'buat', 'hidup', 'jadi', 'lebih', 'senang', 'loh', 'gaiss']","['jarang', 'ketemu', 'orang', 'mending', 'bersosialisasi', 'deh', 'percaya', 'percaya', 'sosialisasi', 'hidup', 'senang', 'gaiss']","['kalian', 'yang', 'jarang', 'ketemu', 'sama', 'orang', 'mending', 'kalian', 'bersosialisasi', 'deh', 'percaya', 'tidak', 'percaya', 'sosialisasi', 'bisa', 'buat', 'hidup', 'jadi', 'lebih', 'senang', 'loh', 'gaiss']","['kalian', 'yang', 'jarang', 'ketemu', 'sama', 'orang', 'mending', 'kalian', 'sosial', 'deh', 'percaya', 'tidak', 'percaya', 'sosialisasi', 'bisa', 'buat', 'hidup', 'jadi', 'lebih', 'senang', 'loh', 'gaiss']"
214,215,temen gue kalau ngajak jalan mesti selalu dadakan tapi gue selalu siap dadakan buat jalanjalan karena gue selalu suka jalanjalan hehe,1,"['temen', 'gue', 'kalau', 'ngajak', 'jalan', 'mesti', 'selalu', 'dadakan', 'tapi', 'gue', 'selalu', 'siap', 'dadakan', 'buat', 'jalanjalan', 'karena', 'gue', 'selalu', 'suka', 'jalanjalan', 'hehe']","['temen', 'gue', 'ngajak', 'jalan', 'mesti', 'dadakan', 'gue', 'dadakan', 'jalanjalan', 'gue', 'suka', 'jalanjalan']","['temen', 'saya', 'kalau', 'ngajak', 'jalan', 'mesti', 'selalu', 'dadakan', 'tetapi', 'saya', 'selalu', 'siap', 'dadakan', 'buat', 'jalanjalan', 'karena', 'saya', 'selalu', 'suka', 'jalanjalan', 'hehe']","['temen', 'saya', 'kalau', 'ngajak', 'jalan', 'mesti', 'selalu', 'dada', 'tetapi', 'saya', 'selalu', 'siap', 'dada', 'buat', 'jalanjalan', 'karena', 'saya', 'selalu', 'suka', 'jalanjalan', 'hehe']"
215,216,kebersamaan dgn orangorang selalu membuatku semangat hihi,1,"['kebersamaan', 'dgn', 'orangorang', 'selalu', 'membuatku', 'semangat', 'hihi']","['kebersamaan', 'orangorang', 'membuatku', 'semangat', 'hihi']","['kebersamaan', 'dgn', 'orangorang', 'selalu', 'membuatku', 'semangat', 'hihi']","['sama', 'dgn', 'orangorang', 'selalu', 'buat', 'semangat', 'hihi']"
216,217,gaes ada film baru yang mau rilis loh dengerdenger si filmnya bagus juga kalian ada yang mau ikut nonton bareng aku ga,1,"['gaes', 'ada', 'film', 'baru', 'yang', 'mau', 'rilis', 'loh', 'dengerdenger', 'si', 'filmnya', 'bagus', 'juga', 'kalian', 'ada', 'yang', 'mau', 'ikut', 'nonton', 'bareng', 'aku', 'ga']","['gaes', 'film', 'rilis', 'dengerdenger', 'filmnya', 'bagus', 'nonton', 'bareng']","['gaes', 'ada', 'film', 'baru', 'yang', 'mau', 'rilis', 'loh', 'dengerdenger', 'si', 'filmnya', 'bagus', 'juga', 'kalian', 'ada', 'yang', 'mau', 'ikut', 'nonton', 'bareng', 'saya', 'tidak']","['gaes', 'ada', 'film', 'baru', 'yang', 'mau', 'rilis', 'loh', 'dengerdenger', 'si', 'film', 'bagus', 'juga', 'kalian', 'ada', 'yang', 'mau', 'ikut', 'nonton', 'bareng', 'saya', 'tidak']"
217,218,malam minggu mau ngegrill bareng sama temen lama gasabar banget,1,"['malam', 'minggu', 'mau', 'ngegrill', 'bareng', 'sama', 'temen', 'lama', 'gasabar', 'banget']","['malam', 'minggu', 'ngegrill', 'bareng', 'temen', 'gasabar', 'banget']","['malam', 'minggu', 'mau', 'ngegrill', 'bareng', 'sama', 'temen', 'lama', 'gasabar', 'banget']","['malam', 'minggu', 'mau', 'ngegrill', 'bareng', 'sama', 'temen', 'lama', 'gasabar', 'banget']"
218,219,besok mau hangout sama tementemen ada yang mau ikut,1,"['besok', 'mau', 'hangout', 'sama', 'tementemen', 'ada', 'yang', 'mau', 'ikut']","['besok', 'hangout', 'tementemen']","['besok', 'mau', 'hangout', 'sama', 'tementemen', 'ada', 'yang', 'mau', 'ikut']","['besok', 'mau', 'hangout', 'sama', 'tementemen', 'ada', 'yang', 'mau', 'ikut']"
219,220,pulang dari kajian dapat temen baru asik banget,1,"['pulang', 'dari', 'kajian', 'dapat', 'temen', 'baru', 'asik', 'banget']","['pulang', 'kajian', 'temen', 'asik', 'banget']","['pulang', 'dari', 'kajian', 'dapat', 'temen', 'baru', 'asik', 'banget']","['pulang', 'dari', 'kaji', 'dapat', 'temen', 'baru', 'asik', 'banget']"
220,221,malam ini bakal ada rapat himpunan seneng bgt akhirnya ketemu tementemen himpunan lagi walaupun rapatnya bakal lama huhu,1,"['malam', 'ini', 'bakal', 'ada', 'rapat', 'himpunan', 'seneng', 'bgt', 'akhirnya', 'ketemu', 'tementemen', 'himpunan', 'lagi', 'walaupun', 'rapatnya', 'bakal', 'lama', 'huhu']","['malam', 'rapat', 'himpunan', 'seneng', 'bgt', 'ketemu', 'tementemen', 'himpunan', 'rapatnya', 'huhu']","['malam', 'ini', 'bakal', 'ada', 'rapat', 'himpunan', 'seneng', 'banget', 'akhirnya', 'ketemu', 'tementemen', 'himpunan', 'lagi', 'walaupun', 'rapatnya', 'bakal', 'lama', 'huhu']","['malam', 'ini', 'bakal', 'ada', 'rapat', 'himpun', 'neng', 'banget', 'akhir', 'ketemu', 'tementemen', 'himpun', 'lagi', 'walaupun', 'rapat', 'bakal', 'lama', 'huhu']"
221,222,ada yang mau ke alunalun kota sore ini,1,"['ada', 'yang', 'mau', 'ke', 'alunalun', 'kota', 'sore', 'ini']","['alunalun', 'kota', 'sore']","['ada', 'yang', 'mau', 'ke', 'alunalun', 'kota', 'sore', 'ini']","['ada', 'yang', 'mau', 'ke', 'alunalun', 'kota', 'sore', 'ini']"
222,223,suka banget sama suasana pasar kalau pagi hari,1,"['suka', 'banget', 'sama', 'suasana', 'pasar', 'kalau', 'pagi', 'hari']","['suka', 'banget', 'suasana', 'pasar', 'pagi']","['suka', 'banget', 'sama', 'suasana', 'pasar', 'kalau', 'pagi', 'hari']","['suka', 'banget', 'sama', 'suasana', 'pasar', 'kalau', 'pagi', 'hari']"
223,224,ga ada yang bikin seneng kecuali dateng ke acara reunian,1,"['ga', 'ada', 'yang', 'bikin', 'seneng', 'kecuali', 'dateng', 'ke', 'acara', 'reunian']","['seneng', 'kecuali', 'dateng', 'acara', 'reunian']","['tidak', 'ada', 'yang', 'bikin', 'seneng', 'kecuali', 'dateng', 'ke', 'acara', 'reunian']","['tidak', 'ada', 'yang', 'bikin', 'neng', 'kecuali', 'dateng', 'ke', 'acara', 'reuni']"
224,225,suka deh kalau ada acara outdoor yang ramai,1,"['suka', 'deh', 'kalau', 'ada', 'acara', 'outdoor', 'yang', 'ramai']","['suka', 'deh', 'acara', 'outdoor', 'ramai']","['suka', 'deh', 'kalau', 'ada', 'acara', 'outdoor', 'yang', 'ramai']","['suka', 'deh', 'kalau', 'ada', 'acara', 'outdoor', 'yang', 'ramai']"
225,226,gabisa tidur nih besok ikut acara gathering kantor cant waitt,1,"['gabisa', 'tidur', 'nih', 'besok', 'ikut', 'acara', 'gathering', 'kantor', 'cant', 'waitt']","['gabisa', 'tidur', 'besok', 'acara', 'gathering', 'kantor', 'cant', 'waitt']","['gabisa', 'tidur', 'nih', 'besok', 'ikut', 'acara', 'gathering', 'kantor', 'cant', 'waitt']","['gabisa', 'tidur', 'nih', 'besok', 'ikut', 'acara', 'gathering', 'kantor', 'cant', 'waitt']"
226,227,siang ini ada workshop bakal dapet relasi baru asikk,1,"['siang', 'ini', 'ada', 'workshop', 'bakal', 'dapet', 'relasi', 'baru', 'asikk']","['siang', 'workshop', 'dapet', 'relasi', 'asikk']","['siang', 'ini', 'ada', 'workshop', 'bakal', 'dapet', 'relasi', 'baru', 'asikk']","['siang', 'ini', 'ada', 'workshop', 'bakal', 'dapet', 'relasi', 'baru', 'asikk']"
227,228,pagi ini gue olahraga bareng teman smp kalian bareng siapa,1,"['pagi', 'ini', 'gue', 'olahraga', 'bareng', 'teman', 'smp', 'kalian', 'bareng', 'siapa']","['pagi', 'gue', 'olahraga', 'bareng', 'teman', 'smp', 'bareng']","['pagi', 'ini', 'saya', 'olahraga', 'bareng', 'teman', 'sampai', 'kalian', 'bareng', 'siapa']","['pagi', 'ini', 'saya', 'olahraga', 'bareng', 'teman', 'sampai', 'kalian', 'bareng', 'siapa']"
228,229,weekend ku jalanjalan ke tempat wisata bareng keluarga,1,"['weekend', 'ku', 'jalanjalan', 'ke', 'tempat', 'wisata', 'bareng', 'keluarga']","['weekend', 'ku', 'jalanjalan', 'wisata', 'bareng', 'keluarga']","['weekend', 'ku', 'jalanjalan', 'ke', 'tempat', 'wisata', 'bareng', 'keluarga']","['weekend', 'ku', 'jalanjalan', 'ke', 'tempat', 'wisata', 'bareng', 'keluarga']"
229,230,diundang acara lounching produk baru dari usaha temen,1,"['diundang', 'acara', 'lounching', 'produk', 'baru', 'dari', 'usaha', 'temen']","['diundang', 'acara', 'lounching', 'produk', 'usaha', 'temen']","['diundang', 'acara', 'lounching', 'produk', 'baru', 'dari', 'usaha', 'temen']","['undang', 'acara', 'lounching', 'produk', 'baru', 'dari', 'usaha', 'temen']"
230,231,habis yoga tadi pagi diajak teman fresh bangett,1,"['habis', 'yoga', 'tadi', 'pagi', 'diajak', 'teman', 'fresh', 'bangett']","['habis', 'yoga', 'pagi', 'diajak', 'teman', 'fresh', 'bangett']","['habis', 'yoga', 'tadi', 'pagi', 'diajak', 'teman', 'fresh', 'bangett']","['habis', 'yoga', 'tadi', 'pagi', 'ajak', 'teman', 'fresh', 'bangett']"
231,232,mengisi waktu libur dengan jalanjalan ke mall,1,"['mengisi', 'waktu', 'libur', 'dengan', 'jalanjalan', 'ke', 'mall']","['mengisi', 'libur', 'jalanjalan', 'mall']","['mengisi', 'waktu', 'libur', 'dengan', 'jalanjalan', 'ke', 'mall']","['isi', 'waktu', 'libur', 'dengan', 'jalanjalan', 'ke', 'mall']"
232,233,jadi perwakilan sekolah buat hadir di acara bersihbersih lingkungan ketemu sama anak sekolah lain nambah temen banget,1,"['jadi', 'perwakilan', 'sekolah', 'buat', 'hadir', 'di', 'acara', 'bersihbersih', 'lingkungan', 'ketemu', 'sama', 'anak', 'sekolah', 'lain', 'nambah', 'temen', 'banget']","['perwakilan', 'sekolah', 'hadir', 'acara', 'bersihbersih', 'lingkungan', 'ketemu', 'anak', 'sekolah', 'nambah', 'temen', 'banget']","['jadi', 'perwakilan', 'sekolah', 'buat', 'hadir', 'di', 'acara', 'bersihbersih', 'lingkungan', 'ketemu', 'sama', 'anak', 'sekolah', 'lain', 'tambah', 'temen', 'banget']","['jadi', 'wakil', 'sekolah', 'buat', 'hadir', 'di', 'acara', 'bersihbersih', 'lingkung', 'ketemu', 'sama', 'anak', 'sekolah', 'lain', 'tambah', 'temen', 'banget']"
233,234,tadi ke pasar malam rame banget banyak jajanan yg dijual,1,"['tadi', 'ke', 'pasar', 'malam', 'rame', 'banget', 'banyak', 'jajanan', 'yg', 'dijual']","['pasar', 'malam', 'rame', 'banget', 'jajanan', 'dijual']","['tadi', 'ke', 'pasar', 'malam', 'rame', 'banget', 'banyak', 'jajanan', 'yang', 'dijual']","['tadi', 'ke', 'pasar', 'malam', 'rame', 'banget', 'banyak', 'jajan', 'yang', 'jual']"
234,235,rapat bisnis tadi siang banyak membawa inspirasi dari orangorang yang sudah lama dalam dunia bisnis,1,"['rapat', 'bisnis', 'tadi', 'siang', 'banyak', 'membawa', 'inspirasi', 'dari', 'orangorang', 'yang', 'sudah', 'lama', 'dalam', 'dunia', 'bisnis']","['rapat', 'bisnis', 'siang', 'membawa', 'inspirasi', 'orangorang', 'dunia', 'bisnis']","['rapat', 'bisnis', 'tadi', 'siang', 'banyak', 'membawa', 'inspirasi', 'dari', 'orangorang', 'yang', 'sudah', 'lama', 'dalam', 'dunia', 'bisnis']","['rapat', 'bisnis', 'tadi', 'siang', 'banyak', 'bawa', 'inspirasi', 'dari', 'orangorang', 'yang', 'sudah', 'lama', 'dalam', 'dunia', 'bisnis']"
235,236,bertemu banyak orang dalam acara donor darah,1,"['bertemu', 'banyak', 'orang', 'dalam', 'acara', 'donor', 'darah']","['bertemu', 'orang', 'acara', 'donor', 'darah']","['bertemu', 'banyak', 'orang', 'dalam', 'acara', 'donor', 'darah']","['temu', 'banyak', 'orang', 'dalam', 'acara', 'donor', 'darah']"
236,237,siap untuk menghadiri acara bedah buku besok pagi,1,"['siap', 'untuk', 'menghadiri', 'acara', 'bedah', 'buku', 'besok', 'pagi']","['menghadiri', 'acara', 'bedah', 'buku', 'besok', 'pagi']","['siap', 'untuk', 'menghadiri', 'acara', 'bedah', 'buku', 'besok', 'pagi']","['siap', 'untuk', 'hadir', 'acara', 'bedah', 'buku', 'besok', 'pagi']"
237,238,tadi di bis denger orang cerita tentang pacarnya yang selingkuh gue jadi pengin ikut nimbrung deh,1,"['tadi', 'di', 'bis', 'denger', 'orang', 'cerita', 'tentang', 'pacarnya', 'yang', 'selingkuh', 'gue', 'jadi', 'pengin', 'ikut', 'nimbrung', 'deh']","['bis', 'denger', 'orang', 'cerita', 'pacarnya', 'selingkuh', 'gue', 'pengin', 'nimbrung', 'deh']","['tadi', 'di', 'Bus', 'denger', 'orang', 'cerita', 'tentang', 'pacarnya', 'yang', 'selingkuh', 'saya', 'jadi', 'pengin', 'ikut', 'nimbrung', 'deh']","['tadi', 'di', 'bus', 'denger', 'orang', 'cerita', 'tentang', 'pacar', 'yang', 'selingkuh', 'saya', 'jadi', 'pengin', 'ikut', 'nimbrung', 'deh']"
238,239,abis cerita ke temen gue kalo tadi di kampus gue ketemu sama orang yang udah lama gua suka hihi,1,"['abis', 'cerita', 'ke', 'temen', 'gue', 'kalo', 'tadi', 'di', 'kampus', 'gue', 'ketemu', 'sama', 'orang', 'yang', 'udah', 'lama', 'gua', 'suka', 'hihi']","['abis', 'cerita', 'temen', 'gue', 'kampus', 'gue', 'ketemu', 'orang', 'udah', 'gua', 'suka', 'hihi']","['abis', 'cerita', 'ke', 'temen', 'saya', 'kalau', 'tadi', 'di', 'kampus', 'saya', 'ketemu', 'sama', 'orang', 'yang', 'sudah', 'lama', 'gua', 'suka', 'hihi']","['abis', 'cerita', 'ke', 'temen', 'saya', 'kalau', 'tadi', 'di', 'kampus', 'saya', 'ketemu', 'sama', 'orang', 'yang', 'sudah', 'lama', 'gua', 'suka', 'hihi']"
239,240,tadi gue diundang ke acara ulangtahun nya mantan dan gua hadir disana agak gimana si tapi gue seneng krn gue ketemu sama tementemen gue juga,1,"['tadi', 'gue', 'diundang', 'ke', 'acara', 'ulangtahun', 'nya', 'mantan', 'dan', 'gua', 'hadir', 'disana', 'agak', 'gimana', 'si', 'tapi', 'gue', 'seneng', 'krn', 'gue', 'ketemu', 'sama', 'tementemen', 'gue', 'juga']","['gue', 'diundang', 'acara', 'ulangtahun', 'mantan', 'gua', 'hadir', 'disana', 'gimana', 'gue', 'seneng', 'gue', 'ketemu', 'tementemen', 'gue']","['tadi', 'saya', 'diundang', 'ke', 'acara', 'ulangtahun', 'nya', 'mantan', 'dan', 'gua', 'hadir', 'disana', 'agak', 'bagaimana', 'si', 'tetapi', 'saya', 'seneng', 'karena', 'saya', 'ketemu', 'sama', 'tementemen', 'saya', 'juga']","['tadi', 'saya', 'undang', 'ke', 'acara', 'ulangtahun', 'nya', 'mantan', 'dan', 'gua', 'hadir', 'sana', 'agak', 'bagaimana', 'si', 'tetapi', 'saya', 'neng', 'karena', 'saya', 'ketemu', 'sama', 'tementemen', 'saya', 'juga']"
