EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,tokens,tokens_fdist,normalized
kata orang sih ya ga ada gue ga rame mau acara apapun itu katanya kalo gue dateng bakal jadi lebih seru suasananya,"plis, tolong sebarin ya ada info saudaranya temen gue butuh donor darah secepatnya, detail nya udah gue tulis di bawah ini ya. yuk, yuk, guys, kita bantu sebisa kita. sebarin info ini secepatnya ya!","misalkan ada dua pilihan dalam hidup, dua dua nya akan gue pertimbangkan dengan baik, sebelum gue pilih salah satunya.","misalkan nih, gue tetep kuliah di bidang ini, gue ga yakin bakal lulus dan sukses, intinya yaaa pesimis aja sih rasanya tuh.","sebenarnya banyak opsi yang bisa kita ambil buat milih destinasi liburan, asalkan kita rajin eksplor dan kreatif nentuin itinerary, pasti ga bakalan bosen cobain hal hal baru di tempat liburan itu!","['kata', 'orang', 'sih', 'ya', 'ga', 'ada', 'gue', 'ga', 'rame', 'mau', 'acara', 'apapun', 'itu', 'katanya', 'kalo', 'gue', 'dateng', 'bakal', 'jadi', 'lebih', 'seru', 'suasananya']","['orang', 'gue', 'rame', 'acara', 'apapun', 'gue', 'dateng', 'seru', 'suasananya']","['kata', 'orang', 'sih', 'ya', 'tidak', 'ada', 'saya', 'tidak', 'rame', 'mau', 'acara', 'apapun', 'itu', 'katanya', 'kalau', 'saya', 'dateng', 'bakal', 'jadi', 'lebih', 'seru', 'suasananya']"
lagi hunting makanan nih guys di festival kuliner bareng temen gue makanananya enakenak kalian wajib dateng di tegal culinary festival,makasih buat kalian yang udah kontribusi dalam kebaikan,"belajar itu ga harus di kelas gaes, dengan melihat lingkungan sm fenomena sekitar aja kita udh bisa belajar, terutama pengalaman sehari-hari, semoga bisa terus nambah ilmu yaa",gue selalu ngga pede tiap tampil depan orang. selalu ngerasa ga cukup baik. takut banget ujung-ujungnya gue di judge mereka,"pernah ga kalian terinspirasi dari percakapan kalian sama temen walaupun kadang cuman cerita sederhana. kadang, percakapan itu bisa jadi cerita yang luar biasa","['lagi', 'hunting', 'makanan', 'nih', 'guys', 'di', 'festival', 'kuliner', 'bareng', 'temen', 'gue', 'makanananya', 'enakenak', 'kalian', 'wajib', 'dateng', 'di', 'tegal', 'culinary', 'festival']","['hunting', 'makanan', 'guys', 'festival', 'kuliner', 'bareng', 'temen', 'gue', 'makanananya', 'enakenak', 'wajib', 'dateng', 'tegal', 'culinary', 'festival']","['lagi', 'hunting', 'makanan', 'nih', 'guys', 'di', 'festival', 'kuliner', 'bareng', 'temen', 'saya', 'makanananya', 'enakenak', 'kalian', 'wajib', 'dateng', 'di', 'tegal', 'culinary', 'festival']"
ngapain liburan kalo dirumah doang gak seru mending kumpul bareng temen temen bisa berenang bareng piknik di taman bareng nyobain makan di restoran baru rame rame seru kan,"gue selalu mencoba bersikap simpatik tiap ada temen yang curhat, coba dengerin permasalahan dia, siapa tau ada yang bisa gue bantu..","gue gak pernah gegabah kalo ambil keputusan, setiap langkah yang akan gue ambil pasti gue pertimbangkan dulu mateng mateng, apalagi ini soal masa depan gue.","besok bakal ada pemeriksaan hasil kerja di rapat mingguan kantor, gue pesimis banget dengan hasil kerjaan gue selama ini. kayaknya bakal dinilai jelek deh sama bos..","banyak cara buat mengasah kreativitas dan kemampuan kemampuan baru buat diri kita, termasuk juga melatih diri kita supaya jadi orang yang lebih open-minded.","['ngapain', 'liburan', 'kalo', 'dirumah', 'doang', 'gak', 'seru', 'mending', 'kumpul', 'bareng', 'temen', 'temen', 'bisa', 'berenang', 'bareng', 'piknik', 'di', 'taman', 'bareng', 'nyobain', 'makan', 'di', 'restoran', 'baru', 'rame', 'rame', 'seru', 'kan']","['ngapain', 'liburan', 'dirumah', 'doang', 'seru', 'mending', 'kumpul', 'bareng', 'temen', 'temen', 'berenang', 'bareng', 'piknik', 'taman', 'bareng', 'nyobain', 'makan', 'restoran', 'rame', 'rame', 'seru']","['ngapain', 'liburan', 'kalau', 'dirumah', 'doang', 'tidak', 'seru', 'mending', 'kumpul', 'bareng', 'temen', 'temen', 'bisa', 'berenang', 'bareng', 'piknik', 'di', 'taman', 'bareng', 'nyobain', 'makan', 'di', 'restoran', 'baru', 'rame', 'rame', 'seru', 'kan']"
suka deh kalau ada acara outdoor yang ramai,"gue tadi baru dapet rezeki dan gue juga abis sedekah, abis sedekah rasanya jadi tenang banget gais, jgn lupa bersedekah yaa hihi","kalian punya visi misi dalam hidup ga? penting loh gaes visi misi di kehidupan, jadi kita selalu inget tujuan dan fokus kita kemana. jangan lupa bersyukur di setiap moment",pusing banget semua masalah datang hampir ga ada ujungnya. tiap hari pasti ada aja yang bikin aku stress,"debat yang sehat itu perlu banget menurutku, jangan cuma maunya jadi pemenang. tapi kita juga mesti belajar dari sudut pandang lawan bicara kita","['suka', 'deh', 'kalau', 'ada', 'acara', 'outdoor', 'yang', 'ramai']","['suka', 'deh', 'acara', 'outdoor', 'ramai']","['suka', 'deh', 'kalau', 'ada', 'acara', 'outdoor', 'yang', 'ramai']"
bosen di rumah terus mending ntar malem nonkrong rame rame sama temen temen,"seneng banget bisa update story jalan jalan sama temen temen, puas deh jadinya liburan seminggu kemarin.","lebih baik sulit di awal, mempersiapkan segala sesuatunya daripada menyesal di kemudian hari.","kata nyokap gue orangnya emang penakut dari kecil, terus gue cengeng gitu gampang nangisan, sama panikan banget..","banyak hal hal baru tentang start-up yang kemarin gue pelajarin waktu ikut webinar kewirausahaan di kampus gue, dan gue selalu excited mempelajari hal hal baru itu.","['bosen', 'di', 'rumah', 'terus', 'mending', 'ntar', 'malem', 'nonkrong', 'rame', 'rame', 'sama', 'temen', 'temen']","['bosen', 'rumah', 'mending', 'ntar', 'malem', 'nonkrong', 'rame', 'rame', 'temen', 'temen']","['bosen', 'di', 'rumah', 'terus', 'mending', 'ntar', 'malem', 'nonkrong', 'rame', 'rame', 'sama', 'temen', 'temen']"
gue pengin ngerangkul temen gue yang dijauhin sama circlenya deh kasian dia kynya gada temen lagi,"jangan lupa selalu ngucapin terimakasih, sekecil apapun kebaikan yang kita terima","kalian yang jadwalnya masih berantakan coba deh sekarang kalian organisir jadwal kalian. banyak kok tools buat organisir jadwal, tujuanya biar kita lebih teratur dan kerjaan kita bisa kelar tepat waktu","aku pernah ngalamin sakit hati yang ditimbulin sama orang yang udah aku percaya, rasanya gabisa disembuhin sampe sekarang","setiap kali gue jalan melihat pemandangan alam, gue selalu merasa kecil dan kagum pada ciptaan tuhan","['gue', 'pengin', 'ngerangkul', 'temen', 'gue', 'yang', 'dijauhin', 'sama', 'circlenya', 'deh', 'kasian', 'dia', 'kynya', 'gada', 'temen', 'lagi']","['gue', 'pengin', 'ngerangkul', 'temen', 'gue', 'dijauhin', 'circlenya', 'deh', 'kasian', 'kynya', 'gada', 'temen']","['saya', 'pengin', 'ngerangkul', 'temen', 'saya', 'yang', 'dijauhin', 'sama', 'circlenya', 'deh', 'kasian', 'dia', 'kynya', 'tidak ada', 'temen', 'lagi']"
jalan hidup emang gak ada yang tahu tapi kita harus tetap optimis dan berusaha jemput rejeki dengan banyak banyak bersosialisasi makanya gue seneng kalo kenalan dengen banyak orang baru,"rasanya gak enak banget kalo gue udah janji tapi abis itu ga bisa gue tepatin, makanya gue selalu berusaha jujur sama orang dan juga nepatin janji janji yang udah gue bikin selama ini.","karena gue terbiasa punya rencana, kadang gue jadi lebih perfeksionis waktu berusaha ngejalanin rencana itu.","gue sering tiba tiba ngerasa takut kalo ditinggal sendiri, walaupun lagi di tengah keramaian juga, gue tetep ngerasa takut.","tahun ini gue bikin resolusi yang beda, tiap hari gue harus cobain satu hal baru.","['jalan', 'hidup', 'emang', 'gak', 'ada', 'yang', 'tahu', 'tapi', 'kita', 'harus', 'tetap', 'optimis', 'dan', 'berusaha', 'jemput', 'rejeki', 'dengan', 'banyak', 'banyak', 'bersosialisasi', 'makanya', 'gue', 'seneng', 'kalo', 'kenalan', 'dengen', 'banyak', 'orang', 'baru']","['jalan', 'hidup', 'emang', 'optimis', 'berusaha', 'jemput', 'rejeki', 'bersosialisasi', 'gue', 'seneng', 'kenalan', 'dengen', 'orang']","['jalan', 'hidup', 'emang', 'tidak', 'ada', 'yang', 'tahu', 'tetapi', 'kita', 'harus', 'tetap', 'optimis', 'dan', 'berusaha', 'jemput', 'rejeki', 'dengan', 'banyak', 'banyak', 'bersosialisasi', 'makanya', 'saya', 'seneng', 'kalau', 'kenalan', 'dengen', 'banyak', 'orang', 'baru']"
gue hari ini kenalan sama tetangga baru yang seru banget rencana piknik bersama sudah on the way,"donor darah itu keren, guys! gak cuma ngebantu orang, tapi juga bikin kita jadi penuh energi positif.","selagi masih ada opsi lain buat baca buku kayak minjem ke perpus, aku bakalan minjem karena hidup sekarang harus hemat huhuhu",habis liat rata-rata nilai rapor jauh bgt sama jurusan yang aku mau malah jadi pesimis takut gagal,kita butuh pemimpin yang melindungi kebebasan,"['gue', 'hari', 'ini', 'kenalan', 'sama', 'tetangga', 'baru', 'yang', 'seru', 'banget', 'rencana', 'piknik', 'bersama', 'sudah', 'on', 'the', 'way']","['gue', 'kenalan', 'tetangga', 'seru', 'banget', 'rencana', 'piknik', 'on', 'the', 'way']","['saya', 'hari', 'ini', 'kenalan', 'sama', 'tetangga', 'baru', 'yang', 'seru', 'banget', 'rencana', 'piknik', 'bersama', 'sudah', 'on', 'the', 'way']"
pengin mutualan deh ayo follow followan,"jangan pernah meremehkan seseorang ya, kadang orang itu bisa menolong kita suatu saat","konsisten itu kunci dari semua usaha. kalau kita terus konsisten, semua tujuan pasti bisa dicapai","pusing banget hidup cuman buat mikirin masalah yang ga ada habisnya, dari pagi sampai malam kerjaanya cuman panik dan bimbang. udah ga ada jalan lagi mesti kemana",kalian pernah ngerasa ga kalau warna-warna disekitar kita bisa mempengaruhi tingkat mood dan kreativitas kita? gue selalu suka bereksperimen terkait dengan warna,"['pengin', 'mutualan', 'deh', 'ayo', 'follow', 'followan']","['pengin', 'mutualan', 'deh', 'ayo', 'follow', 'followan']","['pengin', 'mutualan', 'deh', 'ayo', 'follow', 'followan']"
tengah malem di coffee shop masih rame banget gini seneng deh,"jangan sampe terpicu konflik horizontal, tetap hadapi semua masalah dengan kepala dingin, kita harus saling memaafkan jangan sampe mau diadu domba oleh pihak luar.","aku kalo udah serius sama satu hal, bakal aku pelajarin hal itu sampe ke detail detail nya sekali pun.","kenapa siiiihh rambut gue rontok muluuu…kering, gampang patah, apa karna gue sering depresi yah??",kalo lagi terlalu mumet sama kerjaan gue sering break dulu ngelamun ato nyari nyari ide kegiatan baru biar tak bisa fresh lagi.,"['tengah', 'malem', 'di', 'coffee', 'shop', 'masih', 'rame', 'banget', 'gini', 'seneng', 'deh']","['malem', 'coffee', 'shop', 'rame', 'banget', 'gini', 'seneng', 'deh']","['tengah', 'malem', 'di', 'coffee', 'shop', 'masih', 'rame', 'banget', 'gini', 'seneng', 'deh']"
diundang acara lounching produk baru dari usaha temen,"kalian yang masih ribut sama temen kalian mending maaf-maaf an deh, hidup ini singkat buat ribut-ribut","gue aktif bgt anaknya di organisasi, dari organisasi gue belajar banyak tentang tanggung jawab dan kerjasama tim. semoga gue bisa kasih kontribusi yang maksimal","tiap kali liat cermin, kenapa diri gue selalu ngerasa kotor ya, ngga ada yang bisa bikin ngerasa lebih bersih",ilham itu sebenarnya bisa dateng dari mana aja. kadang hal-hal kecil yang biasa kita sepelein bisa jadi ilham yang gak kita sangka,"['diundang', 'acara', 'lounching', 'produk', 'baru', 'dari', 'usaha', 'temen']","['diundang', 'acara', 'lounching', 'produk', 'usaha', 'temen']","['diundang', 'acara', 'lounching', 'produk', 'baru', 'dari', 'usaha', 'temen']"
hari ini gue ikut lomba pidato di sekolah dan gue seneng ternyata gue lancar ngomongnya ga gugup sama sekali di depan banyak orang,kalo ada temen yang lagi kesusahan gue berasa banget kayak ikut susah juga makanya gue selalu pengen bantu.,gue baru bisa dan tenang dan enjoy kalo semua kegiatan gue udah di-planned dan direncanakan dengan baik.,"misalkan tes kali ini gagal lagi, gue bakal merasa depresi sih kayaknya.",dari kecil orang tua gue selalu sabar ngehadapin dan ngebantu gue supaya bisa mengasah kreativitas gue makanya sekarang gue bisa jadi orang yang terbilang kreatif di bidang pekerjaan gue.,"['hari', 'ini', 'gue', 'ikut', 'lomba', 'pidato', 'di', 'sekolah', 'dan', 'gue', 'seneng', 'ternyata', 'gue', 'lancar', 'ngomongnya', 'ga', 'gugup', 'sama', 'sekali', 'di', 'depan', 'banyak', 'orang']","['gue', 'lomba', 'pidato', 'sekolah', 'gue', 'seneng', 'gue', 'lancar', 'ngomongnya', 'gugup', 'orang']","['hari', 'ini', 'saya', 'ikut', 'lomba', 'pidato', 'di', 'sekolah', 'dan', 'saya', 'seneng', 'ternyata', 'saya', 'lancar', 'ngomongnya', 'tidak', 'gugup', 'sama', 'sekali', 'di', 'depan', 'banyak', 'orang']"
kalo udah mumet gue bakal istirahat kerja cari temen buat liburan rame rame,"semua orang pasti butuh tempat bercerita, a shoulder to cry on, yuk coba lebih simpati dan empati sama orang orang di sekeliling kita..",aku yang terlalu ambis apa emang deadline tugas nya kelamaan ya..udah selesei semua ni tugas yang dikasih sama dosen dosen di kampus.,"ada yang bilang gue orangnya nethink mulu, alias negative thinking, gampang depresian ceunah..","lagi daydreaming punya mesin waktu, bisa balik ke masa lalu asik kan, soalnya banyak ide nih apa apa aja yang harusnya dulu gue lakukan, ahaha..","['kalo', 'udah', 'mumet', 'gue', 'bakal', 'istirahat', 'kerja', 'cari', 'temen', 'buat', 'liburan', 'rame', 'rame']","['udah', 'mumet', 'gue', 'istirahat', 'kerja', 'cari', 'temen', 'liburan', 'rame', 'rame']","['kalau', 'sudah', 'mumet', 'saya', 'bakal', 'istirahat', 'kerja', 'cari', 'temen', 'buat', 'liburan', 'rame', 'rame']"
hari ini ada training wajib buat anak anak magang di kantor gue asik bangeeet gue suka banget kalo ada acara seru seruan gini pasti banyak orang yang ikutan kan,kalo ada temen yang lagi kesusahan gue berasa banget kayak ikut susah juga makanya gue selalu pengen bantu.,gue baru bisa tenang dan enjoy kalo semua kegiatan gue udah di-planned dan direncanakan dengan baik.,"gue orangnya pasif sih dari dulu, mau di kelas, atau di kantor, di acara acara keluarga atau reunian gitu. mendingan gue diem daripada keliatan caper. takut banget gue bakal dijudge ntar. ","gue suka belajar hal hal baru walopun konsepnya abstrak abstrak gitu gapapa kok, tetep gue seneng belajarnya.","['hari', 'ini', 'ada', 'training', 'wajib', 'buat', 'anak', 'anak', 'magang', 'di', 'kantor', 'gue', 'asik', 'bangeeet', 'gue', 'suka', 'banget', 'kalo', 'ada', 'acara', 'seru', 'seruan', 'gini', 'pasti', 'banyak', 'orang', 'yang', 'ikutan', 'kan']","['training', 'wajib', 'anak', 'anak', 'magang', 'kantor', 'gue', 'asik', 'bangeeet', 'gue', 'suka', 'banget', 'acara', 'seru', 'seruan', 'gini', 'orang', 'ikutan']","['hari', 'ini', 'ada', 'training', 'wajib', 'buat', 'anak', 'anak', 'magang', 'di', 'kantor', 'saya', 'asik', 'bangeeet', 'saya', 'suka', 'banget', 'kalau', 'ada', 'acara', 'seru', 'seruan', 'gini', 'pasti', 'banyak', 'orang', 'yang', 'ikutan', 'kan']"
butuh tempat curhat ada yang mau dengerin ga gais,"gue paling suka kalau lihat anak kecil sekarang pada sopan sama orang tua, semoga kita semua bisa gitu ya gaes","rajin nabung ya gaes biar bisa beli barang impian yang kalian pengin, dikit demi sedikit lama-lama jadu bukit hehe","ga ada orang yang bisa ngerti keadaan gue sekarang, betapa berat gue jalanin kehidupan sendiri tanpa adanya dukungan. selalu merasa sendiri dalam keramaian",gatau kenapa gue selalu suka sama desain yang futuristik. bikin kita jadi ngebayangin gimana kehidupan kita di masa depan,"['butuh', 'tempat', 'curhat', 'ada', 'yang', 'mau', 'dengerin', 'ga', 'gais']","['butuh', 'curhat', 'dengerin', 'gais']","['butuh', 'tempat', 'curhat', 'ada', 'yang', 'mau', 'dengerin', 'tidak', 'gais']"
tadi di tempat magang banyak banget anak dari kampus lain seneng banget akhirnya gue bisa punya temen baruu,"sering banget gue ngasih semangat ke temen gue yang lagi down, kadang kata-kata kecil bisa berati besar bagi mereka.","punya visi misi yang jelas bikin hidup lebih terarah. dgn tujuan yang pasti, setiap langkah jadi lebih bermakna","kayaknya dunia ini penuh dengan kedustaan deh, semua orang cuman peduli dengan diri mereka sendiri, tidak memikirkan orang lain disekitarnya","menurut gue pemerintah kadang ga adil, seharusnya pemerintah itu terbuka saja terhadap pendapat rakyatnya. tapi sering kali aku nemuin di sosial media malah orang itu di intimidasi sama pemerintah","['tadi', 'di', 'tempat', 'magang', 'banyak', 'banget', 'anak', 'dari', 'kampus', 'lain', 'seneng', 'banget', 'akhirnya', 'gue', 'bisa', 'punya', 'temen', 'baruu']","['magang', 'banget', 'anak', 'kampus', 'seneng', 'banget', 'gue', 'temen', 'baruu']","['tadi', 'di', 'tempat', 'magang', 'banyak', 'banget', 'anak', 'dari', 'kampus', 'lain', 'seneng', 'banget', 'akhirnya', 'saya', 'bisa', 'punya', 'temen', 'baruu']"
pagi ini gue abis jalanjalan keliling desa ketemu temen lama kangen banget,"aku ada ide, gimana kalo kita bikin taman baca buat anak-anak yang putus sekolah, walaupun mereka putus sekolah, setidaknya mereka ga buta huruf. ada yang mau ikutan?",gue percaya banget kalau gue bisa kerja di perusahaan itu. karena perjuangan gue masuk perusahaan itu udah maksimal dan gue ngerasa capable di bidang yang gue pilih.,rasanya gue udah ngga mungkin buat keluar dari lingkaran setan ini. stress dan depresi tiap hari makin parah hidup gue,kalian ada yang sama ga kaya gue? gue kadang suka iseng eksperimen resep baru di dapur. seru aja gitu nyobain hal-hal yang belum pernah gue coba sebelumnya apalagi gue juga hobby masak,"['pagi', 'ini', 'gue', 'abis', 'jalanjalan', 'keliling', 'desa', 'ketemu', 'temen', 'lama', 'kangen', 'banget']","['pagi', 'gue', 'abis', 'jalanjalan', 'keliling', 'desa', 'ketemu', 'temen', 'kangen', 'banget']","['pagi', 'ini', 'saya', 'abis', 'jalanjalan', 'keliling', 'desa', 'ketemu', 'temen', 'lama', 'kangen', 'banget']"
excited banget nyari hotel buat nginep pas nanti liburan bareng temen temen gue,"ya allah kabulkanlah doaku dan doa teman temanku supaya lolos seleksi ptn tahun ini ya allah, aamiin yarobbalalamin..","setelah melalui beberapa pertimbangan, akhirnya milih liburan di kota ini dan langsung booking hotel.",buat apa berharap kalo ujung ujungnya dikecewakan juga. udah pesimis banget rasanya hidup ini..,"gak pernah ragu dari dulu, dan gak nyesel akhirnya milih masuk ke jurusan seni dan design, banyak pengalaman baru dan kreativitas gue makin terasah.","['excited', 'banget', 'nyari', 'hotel', 'buat', 'nginep', 'pas', 'nanti', 'liburan', 'bareng', 'temen', 'temen', 'gue']","['excited', 'banget', 'nyari', 'hotel', 'nginep', 'pas', 'liburan', 'bareng', 'temen', 'temen', 'gue']","['excited', 'banget', 'nyari', 'hotel', 'buat', 'menginap', 'pas', 'nanti', 'liburan', 'bareng', 'temen', 'temen', 'saya']"
minggu pagi kayanya enak nih jogging di taman dalam komplek ada yang mau ikut jadikan minggu kalian itu produktif gaes jangan bermalasmalasan,"allah itu baik banget ya, allah ngasih rejeki bener bener dari jalan yang gak disangka-sangka..","gue abis ujian, bener-bener ngetes kemampuan dan pengetahuan gue banget. semoga hasilnya sesuai sama usaha yang udah gue keluarin selama ini.","kenapa ya gue ngerasa hidup gue tuh selalu jelek, ngga ada yang berjalan sesuai rencana yg udah gue bikin. yang ada malah jadi tambah buruk",imajinasi tuh bisa jadi kunci dari segala bentuk inovasi. harus bisa berfikir out of the box supaya ngga kejebak dalam kebosanan dan stagnansi,"['minggu', 'pagi', 'kayanya', 'enak', 'nih', 'jogging', 'di', 'taman', 'dalam', 'komplek', 'ada', 'yang', 'mau', 'ikut', 'jadikan', 'minggu', 'kalian', 'itu', 'produktif', 'gaes', 'jangan', 'bermalasmalasan']","['minggu', 'pagi', 'kayanya', 'enak', 'jogging', 'taman', 'komplek', 'jadikan', 'minggu', 'produktif', 'gaes', 'bermalasmalasan']","['minggu', 'pagi', 'kayanya', 'enak', 'nih', 'jogging', 'di', 'taman', 'dalam', 'komplek', 'ada', 'yang', 'mau', 'ikut', 'jadikan', 'minggu', 'kalian', 'itu', 'produktif', 'gaes', 'jangan', 'bermalasmalasan']"
